grupo_atividade_economica,id_parlamentar,nome_eleitoral,sg_partido,uf,cnpj,razao_social,data_entrada_sociedade
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002080,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002160,RIO RANCHO AGROPECUARIA SA,1999-05-04
COMÉRCIO VAREJISTA,178896,NEWTON CARDOSO JR,MDB,MG,22619217002241,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002322,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002403,RIO RANCHO AGROPECUARIA SA,1999-05-04
ELETRICIDADE E GÁS,178896,NEWTON CARDOSO JR,MDB,MG,22619217002594,RIO RANCHO AGROPECUARIA SA,1999-05-04
ELETRICIDADE E GÁS,178896,NEWTON CARDOSO JR,MDB,MG,22619217002675,RIO RANCHO AGROPECUARIA SA,1999-05-04
ELETRICIDADE E GÁS,178896,NEWTON CARDOSO JR,MDB,MG,22619217002756,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002837,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217002918,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003051,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003132,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003213,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003302,RIO RANCHO AGROPECUARIA SA,1999-05-04
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",178896,NEWTON CARDOSO JR,MDB,MG,22619217003485,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003566,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003647,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003728,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217003809,RIO RANCHO AGROPECUARIA SA,1999-05-04
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",178896,NEWTON CARDOSO JR,MDB,MG,22619217003990,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004023,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004104,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004295,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004376,RIO RANCHO AGROPECUARIA SA,1999-05-04
INDÚSTRIA DE MÓVEIS E MADEIRAS,178896,NEWTON CARDOSO JR,MDB,MG,22619217004457,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004538,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004619,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004708,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004880,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217004961,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005003,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005186,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005267,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005348,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005429,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217005500,RIO RANCHO AGROPECUARIA SA,1999-05-04
OUTRAS ATIVIDADES PROFISSIONAIS,204532,VINICIUS POIT,NOVO,SP,22627598000186,VLP MARKETING ESPORTIVO E EVENTOS LTDA,2015-06-11
OUTRAS ATIVIDADES PROFISSIONAIS,178896,NEWTON CARDOSO JR,MDB,MG,22652903000190,NC PARTICIPACOES E CONSULTORIA S/A,2006-11-07
COMÉRCIO VAREJISTA,92776,STEFANO AGUIAR,PSD,MG,22733912000105,MONTINK LTDA,2015-06-26
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",178895,MISAEL VARELLA,PSD,MG,22790471000183,J B PROMOCOES E PRODUCOES LTDA,1996-05-28
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",178977,EDUARDO CURY,PSDB,SP,22844588000100,GLL PARTICIPACOES EIRELI,2015-07-14
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",194260,NIVALDO ALBUQUERQUE,PTB,AL,22897119000141,EMGEP  -  EMPRESA DE GESTÃO E PARTICIPAÇÕES LTDA,2015-07-21
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204528,ADRIANA VENTURA,NOVO,SP,22912832000117,NATYVO DISTRIBUICAO E COMERCIO DE COSMETICOS E HIGIENE PESSOAL LTDA,2015-07-23
CONSTRUÇÃO,204391,JOSÉ NELTO,PODEMOS,GO,22937196000188,SPE RESIDENCIAL ROCHA & MERCEZ LTDA,2015-07-24
EDUCAÇÃO,179587,VITOR HUGO,PSL,GO,22968418000120,POTENCIALIZA OTIMIZACAO DE METODOS DE ESTUDOS PARA CONCURSOS LTDA,2015-07-28
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204545,ALÊ SILVA,PSL,MG,23001893000195,W.RIBEIRO & SILVA SOCIEDADE DE ADVOGADOS,2015-07-13
CONSTRUÇÃO,204524,PINHEIRINHO,PP,MG,23026819000123,MADRI CONSTRUCOES E INCORPORACOES LTDA,2017-10-20
OUTRAS ATIVIDADES PROFISSIONAIS,204571,ALEX SANTANA,PDT,BA,23044745000158,SISTEMA CEADEB DE COMUNICACAO LTDA,2015-08-12
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204576,JOÃO ROMA,REPUBLICANOS,BA,23162125000113,BARRA AGROPECUARIA LTDA,2017-03-27
OUTRAS ATIVIDADES PROFISSIONAIS,74646,AÉCIO NEVES,PSDB,MG,23205958000114,NC-PARTICIPACOES E ADMINISTRACAO LTDA,1987-09-30
EDUCAÇÃO,204427,FERNANDO RODOLFO,PL,PE,23239336000107,FUNDACAO EDUCATIVA DO AGRESTE MERIDIONAL - FEAM,2015-08-14
OUTRAS ATIVIDADES DE SERVIÇOS,204390,PROFESSOR ALCIDES,PP,GO,23295981000147,ASSOCIACAO ESPORTIVA DO DRAGAO,2015-08-26
ATIVIDADES IMOBILIÁRIAS,204562,EDILÁZIO JÚNIOR,PSD,MA,23304956000182,SILVA GOMES CONSULTORIA E IMOBILIARIA LTDA,2015-09-17
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204456,GUTEMBERG REIS,MDB,RJ,23347318000149,HORTO OFICINA DA TERRA COMERCIO DE PLANTAS LTDA,2015-09-24
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",160587,FÁBIO TRAD,PSD,MS,23375201000179,FABIO TRAD ADVOGADOS ASSOCIADOS,2015-08-05
CONSTRUÇÃO,5411,Weverton,PDT,MA,23412791000162,JOTA COMUNICACAO LTDA,2016-12-20
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74200,GASTÃO VIEIRA,PROS,MA,23563558000180,G V CONSULTORIA LTDA,2015-10-28
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141408,CLEBER VERDE,REPUBLICANOS,MA,23642793000148,BETA SAUDE E PARTICIPACOES LTDA.,2016-10-06
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141408,CLEBER VERDE,REPUBLICANOS,MA,23642793000229,BETA SAUDE E PARTICIPACOES LTDA.,2016-10-06
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141408,CLEBER VERDE,REPUBLICANOS,MA,23642793000300,BETA SAUDE E PARTICIPACOES LTDA.,2016-10-06
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141408,CLEBER VERDE,REPUBLICANOS,MA,23642793000490,BETA SAUDE E PARTICIPACOES LTDA.,2016-10-06
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141408,CLEBER VERDE,REPUBLICANOS,MA,23642793000571,BETA SAUDE E PARTICIPACOES LTDA.,2016-10-06
"TRANSPORTE, ARMAZENAGEM E CORREIO",90201,PEDRO AUGUSTO BEZERRA,PTB,CE,23683484000116,ESTACIONAMENTOS E ESTETICA AUTOMOTIVA SAO PEDRO LTDA,2018-12-27
CONSTRUÇÃO,204391,JOSÉ NELTO,PODEMOS,GO,23716415000161,EMPREENDIMENTO PORTO SEGURO SPE LTDA,2015-11-19
OUTRAS ATIVIDADES DE SERVIÇOS,204489,ROBÉRIO MONTEIRO,PDT,CE,23717861000190,HOSPITAL MUNICIPAL DONA NATERCIA JUNIOR RIOS,2009-01-01
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204412,DR. ZACHARIAS CALIL,DEM,GO,23719939000106,HAMU & HAMU SERVICOS MEDICOS LTDA,2015-11-13
OUTRAS ATIVIDADES DE SERVIÇOS,204404,LUCAS REDECKER,PSDB,RS,23735991000156,FORUM NACIONAL DOS SECRETARIOS ESTADUAIS DE MINAS E ENERGIA - FME,2015-11-25
OUTRAS ATIVIDADES DE SERVIÇOS,204374,BIA KICIS,PSL,DF,23961347000104,INSTITUTO RESGATA BRASIL,2015-12-30
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160600,ARTHUR OLIVEIRA MAIA,DEM,BA,23966128000100,ATLANTIC PARTICIPACOES LTDA,2016-01-13
OUTRAS ATIVIDADES DE SERVIÇOS,204378,CORONEL CHRISÓSTOMO,PSL,RO,24049334000118,ASSOCIACAO CATARINENSE DE RESERVISTAS - NUCLEO LAGES SC,2015-12-02
OUTRAS ATIVIDADES PROFISSIONAIS,204386,JOSE MARIO SCHREINER,DEM,GO,24081308000177,INSTITUTO PARA O FORTALECIMENTO DA AGROPECUARIA DE GOIAS - IFAG,2016-01-19
CONSTRUÇÃO,73788,RICARDO BARROS,PP,PR,24088659000100,RC5 INCORPORACOES EIRELI,2016-02-01
OUTRAS ATIVIDADES DE SERVIÇOS,204542,DENIS BEZERRA,PSB,CE,24098879000114,CENTRO NACIONAL DE DESENVOLVIMENTO TECNOLOGICO DE TITULOS E DOCUMENTOS,2016-01-28
OUTRAS ATIVIDADES DE SERVIÇOS,141523,RAUL HENRY,MDB,PE,24133803000182,SOCIEDADE COMUNITARIA DE HABITACAO POPULAR N.GUARARAPES,2005-09-12
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",74383,GIACOBO,PL,PR,24207760000132,BIKANER EMPREENDIMENTOS E PARTICIPACOES S.A.,2016-05-18
OUTRAS ATIVIDADES PROFISSIONAIS,74158,MÁRIO HERINGER,PDT,MG,24241151000108,HOSPITAL CASA HOLDING PARTICIPACOES EMPREENDIMENTOS E INVESTIMENTOS LTDA,2016-02-22
COMÉRCIO VAREJISTA,160527,AGUINALDO RIBEIRO,PP,PB,24282972000184,RIVERPETRO COM E REP DE DERIVADOS DE PETROLEO LTDA,1989-12-15
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,90201,PEDRO AUGUSTO BEZERRA,PTB,CE,24306125000102,ECOCLEAR LIMPEZA E ESTETICA AUTOMOTIVA LTDA.,2016-03-02
OUTRAS ATIVIDADES DE SERVIÇOS,204547,LÉO MOTTA,PSL,MG,24306387000177,ORDEM DOS SERVIDORES DA POLICIA CIVIL DO ESTADO DE MINAS GERAIS,2016-03-03
ATIVIDADES IMOBILIÁRIAS,108338,JAQUELINE CASSOL,PP,RO,24362772000131,D4 ADMINISTRACAO E PARTICIPACOES LTDA,2016-03-11
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",108338,JAQUELINE CASSOL,PP,RO,24364369000141,HB BERGAMIN PARTICIPACOES LTDA,2016-03-11
"TRANSPORTE, ARMAZENAGEM E CORREIO",5422,Marcos Rogério,DEM,RO,24394640000191,CMD LOCACAO AEREA E TURISMO LTDA,2016-03-16
OUTRAS ATIVIDADES DE SERVIÇOS,204534,TABATA AMARAL,PDT,SP,24397318000116,ASSOCIACAO MOVIMENTO MAPA EDUCACAO,2018-02-08
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000103,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74478,LUCIANO BIVAR,PSL,PE,24560443000286,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000367,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74478,LUCIANO BIVAR,PSL,PE,24560443000448,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000529,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000600,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000790,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74478,LUCIANO BIVAR,PSL,PE,24560443000871,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443000952,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001096,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001177,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001258,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001339,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001410,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001509,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001681,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001762,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001843,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443001924,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,74478,LUCIANO BIVAR,PSL,PE,24560443002068,GERENCIAL BRASITEC SERVICOS TECNICOS SA,1999-03-21
OUTRAS ATIVIDADES PROFISSIONAIS,204532,VINICIUS POIT,NOVO,SP,24575468000172,RECRUTA SIMPLES SOLUCOES DIGITAIS LTDA,2017-02-16
MINERAÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,24743865000106,M. WANDSCHEER MINERACAO LTDA,2018-12-13
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",141408,CLEBER VERDE,REPUBLICANOS,MA,24753481000174,MENDES & MENDES ADVOCACIA E CONSULTORIA JURIDICA,2016-03-28
MINERAÇÃO,204456,GUTEMBERG REIS,MDB,RJ,24829688000185,MINERADORA BRITAR LTDA,2016-05-06
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24869751000107,ROMA HOTEIS E REALIZACOES LTDA - SCP1,2001-05-14
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24869782000168,ROMA HOTEIS E REALIZACOES LTDA - SCP,2014-04-29
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877759000115,ROMA HOTEIS E REALIZACOES LTDA - SCP6,2013-06-19
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877769000150,ROMA HOTEIS E REALIZACOES LTDA - SCP7,2014-01-28
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877814000177,ROMA HOTEIS E REALIZACOES LTDA - SCP8,2013-06-19
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877820000124,ROMA HOTEIS E REALIZACOES LTDA - SCP9,2015-01-29
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877838000126,ROMA HOTEIS E REALIZACOES LTDA - SCP10,2016-01-26
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877855000163,ROMA HOTEIS E REALIZACOES LTDA - SCP2,2004-02-13
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877860000176,ROMA HOTEIS E REALIZACOES LTDA - SCP3,2005-04-18
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877871000156,ROMA HOTEIS E REALIZACOES LTDA - SCP5,2011-03-15
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,24877885000170,ROMA HOTEIS E REALIZACOES LTDA - SCP4,2007-06-27
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178839,JÉSSICA SALES,MDB,AC,24894417000103,CLINICA MEDICA MATERNAL HSL LTDA,2016-05-30
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178839,JÉSSICA SALES,MDB,AC,24894417000294,CLINICA MEDICA MATERNAL HSL LTDA,2016-05-30
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178839,JÉSSICA SALES,MDB,AC,24894417000375,CLINICA MEDICA MATERNAL HSL LTDA,2016-05-30
EDUCAÇÃO,179587,VITOR HUGO,PSL,GO,24909957000113,ANFS - CURSO PREPARATORIO PARA CONCURSOS LTDA,2016-06-01
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178839,JÉSSICA SALES,MDB,AC,24955212000190,E. F. J. SALES & CIA LTDA,2016-06-02
CONSTRUÇÃO,166402,MAGDA MOFATTO,PL,GO,25055328000136,PERFUARTE PERFURACOES ARTESIANAS LTDA,1989-01-19
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204390,PROFESSOR ALCIDES,PP,GO,25104126000137,LIGA DOS AMIGOS DO JARDIM ESMERALDA,2005-09-12
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204492,PAULO GUEDES,PT,MG,25208232000160,ASSOCIACAO DOS ESTUDANTES MANGUENSES,2005-09-12
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",204492,PAULO GUEDES,PT,MG,25209297000120,SAO JOSE ESPORTE CLUBE,2005-09-12
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",204523,LUCAS GONZALEZ,NOVO,MG,25219913000124,VGON EMPREENDIMENTOS E PARTICIPACOES LTDA.,2016-07-15
ATIVIDADES IMOBILIÁRIAS,204510,FRANCO CARTAFINA,PP,MG,25796491000150,PATRIMONIO NEGOCIOS IMOBILIARIOS LTDA,2005-08-19
ATIVIDADES IMOBILIÁRIAS,204463,WLADIMIR GAROTINHO,PSD,RJ,26115301000154,HANGAR EMPREENDIMENTOS LTDA.,2016-09-02
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,151208,LAERCIO OLIVEIRA,PP,SE,26161720000122,FRANCASERV LTDA,2016-09-13
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204576,JOÃO ROMA,REPUBLICANOS,BA,26329038000104,LAGO NEGRO AGROPECUARIA LTDA,2016-10-10
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204543,LUIZ FLÁVIO GOMES,PSB,SP,26501055000179,INSTITUTO DE MEDIACAO LUIZ FLAVIO GOMES LTDA,2016-11-08
COMÉRCIO VAREJISTA,160666,FÉLIX MENDONÇA JÚNIOR,PDT,BA,26571630000100,ENTREPOSTO COMERCIAL DE AMARALINA LTDA,2016-11-21
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",5732,Rodrigo Pacheco,DEM,MG,26655885000150,PACHECO & RODRIGUES SOCIEDADE DE ADVOGADOS,2016-10-31
OUTRAS ATIVIDADES PROFISSIONAIS,73943,PERPÉTUA ALMEIDA,PCdoB,AC,26703034000136,INSTITUTO BRASILEIRO DE ESTUDOS DE DEFESA E INOVACAO - IBEDI,2016-11-25
OUTRAS ATIVIDADES PROFISSIONAIS,204478,VINICIUS FARAH,MDB,RJ,26775211000190,FARAH CONSULTORIA EMPRESARIAL E PUBLICA EIRELI,2016-12-29
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204556,MARCELO RAMOS,PL,AM,26789019000152,RAMOS & RAMOS ADVOGADOS,2016-12-16
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204359,LÉO MORAES,PODEMOS,RO,26805784000119,TRES GURIS AGROPECUARIA LTDA,2017-01-05
EDUCAÇÃO,204433,MARCELO CALERO,CIDADANIA,RJ,26971070000180,MCMT TREINAMENTO E CONSULTORIA LTDA,2017-01-25
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",150418,MÁRCIO MARINHO,REPUBLICANOS,BA,27115116000122,M.A. COMUNICACAO E ARTES CENICAS LTDA,2017-02-14
ATIVIDADES IMOBILIÁRIAS,74439,WOLNEY QUEIROZ,PDT,PE,27130218000117,W & W QUEIROZ NEGOCIOS IMOBILIARIOS LTDA,2017-02-16
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204545,ALÊ SILVA,PSL,MG,27137307000195,EURO CONTABILIDADE EIRELI,2017-02-17
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,27227982000105,VENAC VEICULOS NACIONAIS LIMITADA,1985-03-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,27227982000296,VENAC VEICULOS NACIONAIS LIMITADA,1985-03-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,27227982000377,VENAC VEICULOS NACIONAIS LIMITADA,1985-03-26
